,PcEcPc,liEcPc,temperature,conductivity,PI_uncertainty,upper_confidance,lower_confidance
0,0.0994548157938212,0.0997014925373134,10.0,0.0033775197747400697,0.0029648551085997774,0.004855250206412104,0.0018903950978123264
1,0.108610267635883,0.0997014925373134,10.0,0.0033817998085233494,0.0029653126255527826,0.004860558199488817,0.0018952455739360344
2,0.1177657194779448,0.0997014925373134,10.0,0.0033859963794405164,0.002965786442528425,0.004865730231481959,0.0018999437889535339
3,0.1269211713200066,0.0997014925373134,10.0,0.0033901035307502907,0.0029662759050560344,0.004870765479879717,0.0019044895748236822
4,0.1360766231620684,0.0997014925373134,10.0,0.0033941216984787375,0.0029667803586649467,0.004875663122170282,0.0019088827635053355
5,0.1452320750041301,0.0997014925373134,10.0,0.0033980417815244954,0.002967299148884496,0.0048804223358418445,0.0019131231869573486
6,0.1543875268461919,0.0997014925373134,10.0,0.003401858314291669,0.0029678316212440143,0.004885042298382592,0.0019172106771385778
7,0.1635429786882537,0.0997014925373134,10.0,0.0034055845015712326,0.002968377121272837,0.0048895221872807156,0.0019211450660078784
8,0.1726984305303155,0.0997014925373134,10.0,0.00340920807922821,0.0029689349945002993,0.004893861180024405,0.001924926185524106
9,0.1818538823723773,0.0997014925373134,10.0,0.00341270413334655,0.0029695045864557325,0.00489805845410185,0.0019285538676461177
10,0.1910093342144391,0.0997014925373134,10.0,0.0034161124535135217,0.002970085242668473,0.0049021131870012405,0.0019320279443327676
11,0.2001647860565009,0.0997014925373134,10.0,0.0034194003069499507,0.0029706763086678528,0.004906024556210765,0.0019353482475429123
12,0.2093202378985627,0.0997014925373134,10.0,0.0034226180153854374,0.0029712771299832074,0.004909791739218615,0.001938514609235408
13,0.2184756897406245,0.0997014925373134,10.0,0.0034257055156053555,0.00297188705214387,0.004913413913512979,0.0019415268613691091
14,0.2276311415826863,0.0997014925373134,10.0,0.0034286688445484765,0.0029725054206791745,0.004916890256582047,0.001944384835902873
