,PcEcPc,liEcPc,temperature,conductivity,PI_uncertainty,upper_confidance,lower_confidance
0,0.0994548157938212,0.0997014925373134,-20.0,0.0018883634275335334,0.001186284149051516,0.00248258444070402,0.001296300291652504
1,0.108610267635883,0.0997014925373134,-20.0,0.0018849116369570602,0.0011862841490515158,0.0024789997273834494,0.0012927155783319336
2,0.1177657194779448,0.0997014925373134,-20.0,0.0018815924381931153,0.001186284149051516,0.002475569079642266,0.0012892849305907498
3,0.1269211713200066,0.0997014925373134,-20.0,0.0018784194985603769,0.0011862841490515163,0.0024722888392450194,0.0012860046901935031
4,0.1360766231620684,0.0997014925373134,-20.0,0.001875372320211748,0.0011862841490515158,0.002469155347956261,0.001282871198904745
5,0.1452320750041301,0.0997014925373134,-20.0,0.00187245187176567,0.001186284149051516,0.0024661649475405424,0.0012798807984890264
6,0.1543875268461919,0.0997014925373134,-20.0,0.0018696729822878376,0.001186284149051516,0.0024633139797624144,0.0012770298307108983
7,0.1635429786882537,0.0997014925373134,-20.0,0.001867016795605158,0.0011862841490515158,0.002460598786386428,0.001274314637334912
8,0.1726984305303155,0.0997014925373134,-20.0,0.001864477423034357,0.001186284149051516,0.0024580157091771346,0.0012717315601256185
9,0.1818538823723773,0.0997014925373134,-20.0,0.0018620607241711458,0.001186284149051516,0.0024555610898990845,0.0012692769408475684
10,0.1910093342144391,0.0997014925373134,-20.0,0.0018597555134150946,0.001186284149051516,0.0024532312703168294,0.0012669471212653134
11,0.2001647860565009,0.0997014925373134,-20.0,0.001857562860569304,0.0011862841490515163,0.0024510225921949205,0.0012647384431434042
12,0.2093202378985627,0.0997014925373134,-20.0,0.0018554779334455382,0.0011862841490515158,0.002448931397297908,0.001262647248246392
13,0.2184756897406245,0.0997014925373134,-20.0,0.0018534986306570924,0.001186284149051516,0.0024469540273903438,0.0012606698783388277
14,0.2276311415826863,0.0997014925373134,-20.0,0.0018516215695737674,0.0011862841490515158,0.0024450868242367786,0.0012588026751852628
15,0.2367865934247481,0.0997014925373134,-20.0,0.0018498454161823092,0.0011862841490515163,0.0024433261296017642,0.001257041980550248
16,0.2459420452668098,0.0997014925373134,-20.0,0.0018481622700606101,0.001186284149051516,0.0024416682852498504,0.0012553841361983343
17,0.2550974971088716,0.0997014925373134,-20.0,0.0018465776710555265,0.001186284149051516,0.002440109632945589,0.001253825483894073
18,0.2642529489509334,0.0997014925373134,-20.0,0.0018450832357254864,0.0011862841490515163,0.002438646514453531,0.0012523623654020148
19,0.2734084007929952,0.0997014925373134,-20.0,0.0018436694463832303,0.001186284149051516,0.0024372752715382273,0.0012509911224867112
20,0.282563852635057,0.0997014925373134,-20.0,0.0018423397377287246,0.001186284149051516,0.002435992245964229,0.001249708096912713
21,0.2917193044771188,0.0997014925373134,-20.0,0.0018410943114872628,0.0011862841490515163,0.0024347937794960877,0.0012485096304445714
22,0.3008747563191806,0.0997014925373134,-20.0,0.001839926292941169,0.0011862841490515158,0.002433676213898353,0.0012473920648468373
23,0.3100302081612424,0.0997014925373134,-20.0,0.0018388267050877126,0.001186284149051516,0.002432635890935578,0.0012463517418840621
24,0.3191856600033042,0.0997014925373134,-20.0,0.0018377988625737742,0.0011862841490515163,0.0024316691523723127,0.0012453850033207964
25,0.3283411118453659,0.0997014925373134,-20.0,0.0018368410184451548,0.001186284149051516,0.0024307723399731077,0.0012444881909215917
26,0.3374965636874277,0.0997014925373134,-20.0,0.0018359505253799022,0.001186284149051516,0.0024299417955025147,0.0012436576464509986
27,0.3466520155294895,0.0997014925373134,-20.0,0.001835121893152009,0.0011862841490515163,0.0024291738607250847,0.0012428897116735684
28,0.3558074673715513,0.0997014925373134,-20.0,0.0018343381911454493,0.001186284149051516,0.0024284648774053684,0.0012421807283538523
29,0.3649629192136131,0.0997014925373134,-20.0,0.0018336139759159095,0.0011862841490515163,0.0024278111873079176,0.0012415270382564014
30,0.3741183710556749,0.0997014925373134,-20.0,0.0018329483799096567,0.0011862841490515158,0.0024272091321972823,0.0012409249831457664
31,0.3832738228977367,0.0997014925373134,-20.0,0.0018323322225703388,0.0011862841490515158,0.0024266550538380146,0.0012403709047864987
32,0.3924292747397985,0.0997014925373134,-20.0,0.0018317546303549034,0.001186284149051516,0.002426145293994665,0.0012398611449431492
33,0.4015847265818603,0.0997014925373134,-20.0,0.0018312180220420738,0.0011862841490515158,0.0024256761944317848,0.001239392045380269
34,0.4107401784239221,0.0997014925373134,-20.0,0.0018307276800735967,0.001186284149051516,0.0024252440969139252,0.0012389599478624092
35,0.4198956302659838,0.0997014925373134,-20.0,0.0018302724491247166,0.001186284149051516,0.0024248453432056368,0.0012385611941541207
36,0.4290510821080456,0.0997014925373134,-20.0,0.0018298386868133207,0.001186284149051516,0.002424476275071471,0.0012381921260199548
37,0.4382065339501074,0.0997014925373134,-20.0,0.00182943429846027,0.0011862841490515158,0.002424133234275978,0.0012378490852244623
38,0.4473619857921692,0.0997014925373134,-20.0,0.0018290598382250719,0.001186284149051516,0.0024238125625837105,0.0012375284135321945
39,0.456517437634231,0.0997014925373134,-20.0,0.0018287125058801086,0.001186284149051516,0.0024235106017592187,0.0012372264527077026
40,0.4656728894762928,0.0997014925373134,-20.0,0.0018283863625865944,0.001186284149051516,0.002423223693567053,0.001236939544515537
41,0.4748283413183546,0.0997014925373134,-20.0,0.0018280825202331063,0.0011862841490515158,0.0024229481797717655,0.0012366640307202496
42,0.4839837931604164,0.0997014925373134,-20.0,0.0018277847827816807,0.001186284149051516,0.002422680402137907,0.001236396253086391
43,0.4931392450024782,0.0997014925373134,-20.0,0.0018274985782157542,0.001186284149051516,0.0024224167024300284,0.0012361325533785123
44,0.50229469684454,0.0997014925373134,-20.0,0.001827222411287726,0.001186284149051516,0.0024221534224126806,0.0012358692733611646
45,0.5114501486866018,0.0997014925373134,-20.0,0.0018269472368860448,0.001186284149051516,0.002421886903850415,0.0012356027547988989
46,0.5206056005286636,0.0997014925373134,-20.0,0.001826677813137928,0.001186284149051516,0.0024216134885077824,0.0012353293394562663
47,0.5297610523707253,0.0997014925373134,-20.0,0.0018264008297442726,0.001186284149051516,0.002421329518149334,0.001235045369097818
48,0.5389165042127871,0.0997014925373134,-20.0,0.001826123536348358,0.0011862841490515163,0.0024210313345396214,0.0012347471854881051
49,0.5480719560548489,0.0997014925373134,-20.0,0.0018258413045038075,0.001186284149051516,0.002420715279443194,0.0012344311303916782
50,0.5572274078969107,0.0997014925373134,-20.0,0.0018255472924156196,0.001186284149051516,0.002420377694624605,0.0012340935455730888
51,0.5663828597389725,0.0997014925373134,-20.0,0.001825239220554574,0.0011862841490515158,0.002420014921848404,0.001233730772796888
