Index,PcEcPc,liEcPc,temperature,cond_mean,cond_min,cond_max,nearest_PcEcPc,nearest_liEcPc,nearest_liEcPc_min,nearest_liEcPc_max,nearest_conductivity,nearest_conductivity_min,nearest_conductivity_max,exact_prediction
110,0.110279441,0.271920445,10,0.005373457,0.005141418,0.005738851,0.117765719,0.271268057,0.261175906,0.281360208,0.005296936,0.005232794,0.005354106,0.005318722
111,0.110478765,0.262004695,10,0.005339278,0.005129505,0.00577704,0.117765719,0.261175906,0.251083755,0.271268057,0.005232794,0.005161002,0.005296936,0.005252054
112,0.323299518,0.280226177,10,0.005212936,0.005069503,0.00554976,0.328341112,0.281360208,0.271268057,0.291452359,0.006236205,0.006247646,0.006218846,0.00623678
113,0.327887589,0.300625252,10,0.005193306,0.004991062,0.005372093,0.328341112,0.30154451,0.291452359,0.31163666,0.006196556,0.006218846,0.006170257,0.006198778
114,0.330359239,0.273001711,10,0.004855305,0.004709488,0.005022885,0.337496564,0.271268057,0.261175906,0.281360208,0.006245287,0.006249862,0.006233688,0.006246112
115,0.336842455,0.272217056,10,0.005305715,0.005007081,0.005770931,0.337496564,0.271268057,0.261175906,0.281360208,0.006245287,0.006249862,0.006233688,0.006244836
116,0.33722314,0.301752066,10,0.00527954,0.005137096,0.00545732,0.337496564,0.30154451,0.291452359,0.31163666,0.006193589,0.006216122,0.006167021,0.006193242
117,0.344755564,0.29358397,10,0.005217686,0.004988003,0.005358643,0.346652016,0.291452359,0.281360208,0.30154451,0.006208236,0.006225798,0.006185669,0.006205895
118,0.346060962,0.284250375,10,0.005100952,0.00490029,0.005403086,0.346652016,0.281360208,0.271268057,0.291452359,0.006225798,0.006237345,0.006208236,0.006222001
119,0.346792576,0.287756431,10,0.005459293,0.005129714,0.005888811,0.355807467,0.291452359,0.281360208,0.30154451,0.006195476,0.006212838,0.006173071,0.00621514
120,0.098316619,0.87224212,20,0.006131652,0.005258985,0.006584414,0.099454816,0.876797108,0.866704957,0.886889259,0.00621901,0.006287082,0.006148888,0.006259066
121,0.098369507,0.301443329,20,0.006662342,0.006421467,0.00692711,0.099454816,0.30154451,0.291452359,0.31163666,0.006652225,0.006582853,0.006716622,0.006665844
122,0.098514549,0.252490738,20,0.006169594,0.005993903,0.006347942,0.099454816,0.251083755,0.240991604,0.261175906,0.006242933,0.006138483,0.006338738,0.006265457
123,0.098538967,0.786373263,20,0.006828958,0.006587477,0.007075203,0.099454816,0.785967751,0.7758756,0.796059901,0.006769226,0.006822001,0.006714735,0.006781885
124,0.098742297,0.274568453,20,0.006521591,0.006390902,0.006831995,0.099454816,0.271268057,0.261175906,0.281360208,0.006426799,0.006338738,0.006507928,0.006461871
125,0.098742364,0.85447359,20,0.006870267,0.006221691,0.007436216,0.099454816,0.856612807,0.846520656,0.866704957,0.006353255,0.006417644,0.006287082,0.00637408
126,0.098753423,0.797269059,20,0.006953478,0.006774041,0.007138925,0.099454816,0.796059901,0.785967751,0.806152052,0.006714735,0.006769226,0.006658576,0.006718795
127,0.098821919,0.282487301,20,0.006610735,0.00621788,0.007336266,0.099454816,0.281360208,0.271268057,0.291452359,0.006507928,0.006426799,0.006582853,0.006523919
128,0.098973291,0.290565767,20,0.00640749,0.006290257,0.006492211,0.099454816,0.291452359,0.281360208,0.30154451,0.006582853,0.006507928,0.006652225,0.006582366
129,0.09923281,0.865168137,20,0.006948842,0.005623354,0.007698975,0.099454816,0.866704957,0.856612807,0.876797108,0.006287082,0.006353255,0.00621901,0.006299194
130,0.10005633,0.797563723,20,0.00735503,0.006982853,0.008027767,0.108610268,0.796059901,0.785967751,0.806152052,0.006591494,0.00663899,0.006542683,0.006697467
131,0.10013993,0.823472427,20,0.007155153,0.006659235,0.007295642,0.099454816,0.826336354,0.816244203,0.836428505,0.006541368,0.006600782,0.00648033,0.006549695
132,0.100944341,0.83212906,20,0.007046779,0.006388824,0.007645171,0.099454816,0.836428505,0.826336354,0.846520656,0.00648033,0.006541368,0.006417644,0.006489055
133,0.109512134,0.292150801,20,0.006333958,0.005959851,0.006524167,0.108610268,0.291452359,0.281360208,0.30154451,0.006491415,0.006423533,0.006553879,0.006488864
134,0.110279441,0.271920445,20,0.006396917,0.006100698,0.006910317,0.117765719,0.271268057,0.261175906,0.281360208,0.006307133,0.006233177,0.006374353,0.006344288
135,0.110478765,0.262004695,20,0.006363885,0.006095015,0.006952149,0.117765719,0.261175906,0.251083755,0.271268057,0.006233177,0.006151645,0.006307133,0.006265684
136,0.323299518,0.280226177,20,0.006143895,0.005821699,0.006653313,0.328341112,0.281360208,0.271268057,0.291452359,0.007587071,0.007581165,0.007586593,0.007582295
137,0.327887589,0.300625252,20,0.006157525,0.005899443,0.00638249,0.328341112,0.30154451,0.291452359,0.31163666,0.007580648,0.007586593,0.007570066,0.007581073
138,0.330359239,0.273001711,20,0.005747142,0.005584245,0.005968898,0.337496564,0.271268057,0.261175906,0.281360208,0.007583247,0.007569549,0.007589464,0.007583785
139,0.336842455,0.272217056,20,0.006311969,0.005953453,0.006892348,0.337496564,0.271268057,0.261175906,0.281360208,0.007583247,0.007569549,0.007589464,0.007584226
140,0.33722314,0.301752066,20,0.006281483,0.006119283,0.00650695,0.337496564,0.30154451,0.291452359,0.31163666,0.007583445,0.007589221,0.007572971,0.00758329
141,0.344755564,0.29358397,20,0.006203146,0.006027443,0.006358086,0.346652016,0.291452359,0.281360208,0.30154451,0.007584925,0.007584783,0.007579466,0.007585632
142,0.346060962,0.284250375,20,0.006052464,0.005806123,0.00645853,0.346652016,0.281360208,0.271268057,0.291452359,0.007584783,0.007578108,0.007584925,0.007585949
143,0.346792576,0.287756431,20,0.006507995,0.006122397,0.007027548,0.355807467,0.291452359,0.281360208,0.30154451,0.007574083,0.007573419,0.007569079,0.00758545
144,0.098316619,0.87224212,30,0.0076835,0.006805248,0.008156537,0.099454816,0.876797108,0.866704957,0.886889259,0.006496429,0.006645203,0.006336212,0.006496429
145,0.098369507,0.301443329,30,0.007774659,0.0074879,0.008101792,0.099454816,0.30154451,0.291452359,0.31163666,0.007720947,0.00761795,0.007816315,0.00775528
146,0.098514549,0.252490738,30,0.007142872,0.006956752,0.007310505,0.099454816,0.251083755,0.240991604,0.261175906,0.007148743,0.007003784,0.007274628,0.007194519
147,0.098538967,0.786373263,30,0.008348538,0.008006732,0.008631469,0.099454816,0.785967751,0.7758756,0.796059901,0.007705688,0.007808685,0.007587433,0.007663727
148,0.098742297,0.274568453,30,0.007550798,0.00730723,0.007913276,0.099454816,0.271268057,0.261175906,0.281360208,0.007396698,0.007274628,0.007511139,0.007461548
149,0.098742364,0.85447359,30,0.00834345,0.007684081,0.008961357,0.099454816,0.856612807,0.846520656,0.866704957,0.006797791,0.006942749,0.006645203,0.006790161
150,0.098753423,0.797269059,30,0.008321693,0.007666373,0.008635189,0.099454816,0.796059901,0.785967751,0.806152052,0.007587433,0.007705688,0.007472992,0.007553101
151,0.098821919,0.282487301,30,0.007645402,0.007219402,0.008233294,0.099454816,0.281360208,0.271268057,0.291452359,0.007511139,0.007396698,0.00761795,0.007545471
152,0.098973291,0.290565767,30,0.007473296,0.007328262,0.007574847,0.099454816,0.291452359,0.281360208,0.30154451,0.00761795,0.007511139,0.007720947,0.00762558
153,0.09923281,0.865168137,30,0.008371464,0.007443129,0.009155559,0.099454816,0.866704957,0.856612807,0.876797108,0.006645203,0.006797791,0.006496429,0.006656647
154,0.10005633,0.797563723,30,0.008962265,0.008563441,0.009629483,0.108610268,0.796059901,0.785967751,0.806152052,0.007904053,0.007995605,0.007801056,0.007598877
155,0.10013993,0.823472427,30,0.008565234,0.008096231,0.008700701,0.099454816,0.826336354,0.816244203,0.836428505,0.007217407,0.007347107,0.007083893,0.007282257
156,0.100944341,0.83212906,30,0.008559471,0.007873983,0.009278976,0.099454816,0.836428505,0.826336354,0.846520656,0.007083893,0.007217407,0.006942749,0.007209778
157,0.109512134,0.292150801,30,0.007333978,0.006788976,0.007583436,0.108610268,0.291452359,0.281360208,0.30154451,0.00737381,0.007266998,0.007476807,0.007362366
158,0.110279441,0.271920445,30,0.007417355,0.00706813,0.008057593,0.117765719,0.271268057,0.261175906,0.281360208,0.007015228,0.006900787,0.00712204,0.007129669
159,0.110478765,0.262004695,30,0.0073917,0.007067425,0.008115889,0.117765719,0.261175906,0.251083755,0.271268057,0.006900787,0.006778717,0.007015228,0.007011414
160,0.323299518,0.280226177,30,0.007147915,0.006872148,0.007750983,0.328341112,0.281360208,0.271268057,0.291452359,0.009597778,0.009647369,0.009536743,0.009605408
161,0.327887589,0.300625252,30,0.007095384,0.006802919,0.007320746,0.328341112,0.30154451,0.291452359,0.31163666,0.009479523,0.009536743,0.009414673,0.009487152
162,0.330359239,0.273001711,30,0.006635768,0.006447087,0.006901527,0.337496564,0.271268057,0.261175906,0.281360208,0.009628296,0.009666443,0.009578705,0.009635925
163,0.336842455,0.272217056,30,0.007324634,0.006869262,0.008138412,0.337496564,0.271268057,0.261175906,0.281360208,0.009628296,0.009666443,0.009578705,0.009624481
164,0.33722314,0.301752066,30,0.007269626,0.007117609,0.007470148,0.337496564,0.30154451,0.291452359,0.31163666,0.009464264,0.009521484,0.009399414,0.009464264
165,0.344755564,0.29358397,30,0.007153662,0.006885323,0.007377695,0.346652016,0.291452359,0.281360208,0.30154451,0.009490967,0.009536743,0.009429932,0.009483337
166,0.346060962,0.284250375,30,0.006986622,0.006677896,0.007490642,0.346652016,0.281360208,0.271268057,0.291452359,0.009536743,0.009586334,0.009490967,0.009529114
167,0.346792576,0.287756431,30,0.007551389,0.007099812,0.0081728,0.355807467,0.291452359,0.281360208,0.30154451,0.009441376,0.009490967,0.00938797,0.009506226
168,0.098316619,0.87224212,40,0.00937009,0.00854958,0.009812112,0.099454816,0.876797108,0.866704957,0.886889259,0.009941938,0.010001599,0.009878551,0.009999821
169,0.098369507,0.301443329,40,0.008916329,0.008597948,0.009325187,0.099454816,0.30154451,0.291452359,0.31163666,0.008942756,0.008831441,0.009047947,0.008963999
170,0.098514549,0.252490738,40,0.008123894,0.007944786,0.008269644,0.099454816,0.251083755,0.240991604,0.261175906,0.00830883,0.008153894,0.008452951,0.008343512
171,0.098538967,0.786373263,40,0.010070306,0.009795898,0.010340697,0.099454816,0.785967751,0.7758756,0.796059901,0.010376413,0.010412525,0.010338062,0.010407448
172,0.098742297,0.274568453,40,0.008612022,0.008400231,0.009009112,0.099454816,0.271268057,0.261175906,0.281360208,0.008587418,0.008452951,0.00871327,0.008641839
173,0.098742364,0.85447359,40,0.009940339,0.009271836,0.010579691,0.099454816,0.856612807,0.846520656,0.866704957,0.010057891,0.010111113,0.010001599,0.010089972
174,0.098753423,0.797269059,40,0.010001685,0.009535963,0.010232958,0.099454816,0.796059901,0.785967751,0.806152052,0.010338062,0.010376413,0.010297455,0.010357557
175,0.098821919,0.282487301,40,0.008726059,0.008296531,0.009183957,0.099454816,0.281360208,0.271268057,0.291452359,0.00871327,0.008587418,0.008831441,0.008738373
176,0.098973291,0.290565767,40,0.0085728,0.008399076,0.008690855,0.099454816,0.291452359,0.281360208,0.30154451,0.008831441,0.00871327,0.008942756,0.00883054
177,0.09923281,0.865168137,40,0.009797256,0.008879312,0.010617755,0.099454816,0.866704957,0.856612807,0.876797108,0.010001599,0.010057891,0.009941938,0.010016457
178,0.10005633,0.797563723,40,0.01059314,0.010264016,0.011054331,0.108610268,0.796059901,0.785967751,0.806152052,0.010056057,0.010087502,0.010022863,0.0103117
179,0.10013993,0.823472427,40,0.010048084,0.009332211,0.010282298,0.099454816,0.826336354,0.816244203,0.836428505,0.01020927,0.010254549,0.010161507,0.010200688
180,0.100944341,0.83212906,40,0.010163732,0.00947316,0.010946347,0.099454816,0.836428505,0.826336354,0.846520656,0.010161507,0.01020927,0.010111113,0.010136788
181,0.109512134,0.292150801,40,0.008411189,0.007788298,0.008725204,0.108610268,0.291452359,0.281360208,0.30154451,0.00869028,0.008582298,0.008791538,0.008686885
182,0.110279441,0.271920445,40,0.00848342,0.008098677,0.009234849,0.117765719,0.271268057,0.261175906,0.281360208,0.008404124,0.008289734,0.008510076,0.008458864
183,0.110478765,0.262004695,40,0.008446217,0.008060837,0.00929082,0.117765719,0.261175906,0.251083755,0.271268057,0.008289734,0.008165826,0.008404124,0.008337876
184,0.323299518,0.280226177,40,0.008203791,0.007819344,0.009062343,0.328341112,0.281360208,0.271268057,0.291452359,0.010583377,0.010552662,0.010605497,0.01057541
185,0.327887589,0.300625252,40,0.008070945,0.007768311,0.008374781,0.328341112,0.30154451,0.291452359,0.31163666,0.01062017,0.010605497,0.010628427,0.010618753
186,0.330359239,0.273001711,40,0.007559983,0.007370035,0.007750835,0.337496564,0.271268057,0.261175906,0.281360208,0.010551186,0.010509538,0.010582851,0.010559384
187,0.336842455,0.272217056,40,0.008243008,0.007847756,0.008685755,0.337496564,0.271268057,0.261175906,0.281360208,0.010551186,0.010509538,0.010582851,0.010555074
188,0.33722314,0.301752066,40,0.00826665,0.008032751,0.008642683,0.337496564,0.30154451,0.291452359,0.31163666,0.010621232,0.010605814,0.010630146,0.010621616
189,0.344755564,0.29358397,40,0.008183907,0.007851887,0.008487163,0.346652016,0.291452359,0.281360208,0.30154451,0.010594429,0.010570438,0.010610778,0.010601723
