,PcEcPc,liEcPc,temperature,conductivity
0,0.09945481579382123,0.09970149253731343,30.0,0.003696441650390625
1,0.10861026763588302,0.09970149253731343,30.0,0.003475189208984375
2,0.11776571947794481,0.09970149253731343,30.0,0.00339508056640625
3,0.1269211713200066,0.09970149253731343,30.0,0.003429412841796875
4,0.1360766231620684,0.09970149253731343,30.0,0.00356292724609375
5,0.14523207500413018,0.09970149253731343,30.0,0.0037689208984375
6,0.15438752684619197,0.09970149253731343,30.0,0.00403594970703125
7,0.16354297868825377,0.09970149253731343,30.0,0.004337310791015625
8,0.17269843053031556,0.09970149253731343,30.0,0.00467681884765625
9,0.18185388237237735,0.09970149253731343,30.0,0.00502777099609375
10,0.19100933421443914,0.09970149253731343,30.0,0.005382537841796875
11,0.20016478605650093,0.09970149253731343,30.0,0.0057373046875
12,0.20932023789856272,0.09970149253731343,30.0,0.00608062744140625
13,0.2184756897406245,0.09970149253731343,30.0,0.006404876708984375
14,0.2276311415826863,0.09970149253731343,30.0,0.00670623779296875
15,0.2367865934247481,0.09970149253731343,30.0,0.006977081298828125
16,0.24594204526680988,0.09970149253731343,30.0,0.00722503662109375
17,0.25509749710887164,0.09970149253731343,30.0,0.007434844970703125
18,0.26425294895093343,0.09970149253731343,30.0,0.007610321044921875
19,0.2734084007929952,0.09970149253731343,30.0,0.007747650146484375
20,0.282563852635057,0.09970149253731343,30.0,0.00785064697265625
21,0.2917193044771188,0.09970149253731343,30.0,0.007915496826171875
22,0.3008747563191806,0.09970149253731343,30.0,0.00794219970703125
23,0.3100302081612424,0.09970149253731343,30.0,0.007938385009765625
24,0.3191856600033042,0.09970149253731343,30.0,0.00789642333984375
25,0.32834111184536596,0.09970149253731343,30.0,0.0078277587890625
26,0.33749656368742775,0.09970149253731343,30.0,0.007724761962890625
27,0.34665201552948954,0.09970149253731343,30.0,0.007598876953125
28,0.35580746737155133,0.09970149253731343,30.0,0.007442474365234375
29,0.3649629192136131,0.09970149253731343,30.0,0.00726318359375
30,0.3741183710556749,0.09970149253731343,30.0,0.007068634033203125
31,0.3832738228977367,0.09970149253731343,30.0,0.00685882568359375
32,0.3924292747397985,0.09970149253731343,30.0,0.006633758544921875
33,0.4015847265818603,0.09970149253731343,30.0,0.006397247314453125
34,0.4107401784239221,0.09970149253731343,30.0,0.006153106689453125
35,0.41989563026598387,0.09970149253731343,30.0,0.005901336669921875
36,0.42905108210804566,0.09970149253731343,30.0,0.00565338134765625
37,0.43820653395010745,0.09970149253731343,30.0,0.005397796630859375
38,0.44736198579216924,0.09970149253731343,30.0,0.005153656005859375
39,0.456517437634231,0.09970149253731343,30.0,0.004917144775390625
40,0.4656728894762928,0.09970149253731343,30.0,0.004680633544921875
41,0.4748283413183546,0.09970149253731343,30.0,0.00446319580078125
42,0.4839837931604164,0.09970149253731343,30.0,0.004253387451171875
43,0.4931392450024782,0.09970149253731343,30.0,0.004055023193359375
44,0.50229469684454,0.09970149253731343,30.0,0.003879547119140625
45,0.5114501486866018,0.09970149253731343,30.0,0.00372314453125
46,0.5206056005286636,0.09970149253731343,30.0,0.00357818603515625
47,0.5297610523707253,0.09970149253731343,30.0,0.003459930419921875
48,0.5389165042127871,0.09970149253731343,30.0,0.00336456298828125
49,0.5480719560548489,0.09970149253731343,30.0,0.003284454345703125
50,0.5572274078969107,0.09970149253731343,30.0,0.003223419189453125
51,0.5663828597389725,0.09970149253731343,30.0,0.00319671630859375
52,0.5755383115810343,0.09970149253731343,30.0,0.003185272216796875
53,0.5846937634230961,0.09970149253731343,30.0,0.003192901611328125
54,0.5938492152651579,0.09970149253731343,30.0,0.003223419189453125
55,0.6030046671072197,0.09970149253731343,30.0,0.003276824951171875
56,0.6121601189492815,0.09970149253731343,30.0,0.00334930419921875
57,0.6213155707913433,0.09970149253731343,30.0,0.003444671630859375
58,0.630471022633405,0.09970149253731343,30.0,0.00354766845703125
59,0.6396264744754668,0.09970149253731343,30.0,0.00366973876953125
60,0.6487819263175286,0.09970149253731343,30.0,0.00380706787109375
61,0.6579373781595904,0.09970149253731343,30.0,0.003955841064453125
62,0.6670928300016522,0.09970149253731343,30.0,0.00411224365234375
63,0.676248281843714,0.09970149253731343,30.0,0.00428009033203125
64,0.6854037336857758,0.09970149253731343,30.0,0.00444793701171875
65,0.6945591855278376,0.09970149253731343,30.0,0.0046234130859375
66,0.7037146373698994,0.09970149253731343,30.0,0.004791259765625
67,0.7128700892119612,0.09970149253731343,30.0,0.004962921142578125
68,0.722025541054023,0.09970149253731343,30.0,0.005126953125
69,0.7311809928960847,0.09970149253731343,30.0,0.005283355712890625
70,0.7403364447381465,0.09970149253731343,30.0,0.005428314208984375
71,0.7494918965802083,0.09970149253731343,30.0,0.005558013916015625
72,0.7586473484222701,0.09970149253731343,30.0,0.00567626953125
73,0.7678028002643319,0.09970149253731343,30.0,0.005771636962890625
74,0.7769582521063937,0.09970149253731343,30.0,0.0058441162109375
75,0.7861137039484555,0.09970149253731343,30.0,0.005901336669921875
76,0.7952691557905173,0.09970149253731343,30.0,0.00592803955078125
77,0.8044246076325791,0.09970149253731343,30.0,0.0059356689453125
78,0.8135800594746408,0.09970149253731343,30.0,0.005908966064453125
79,0.8227355113167026,0.09970149253731343,30.0,0.005855560302734375
80,0.8318909631587644,0.09970149253731343,30.0,0.005771636962890625
81,0.8410464150008262,0.09970149253731343,30.0,0.005664825439453125
82,0.850201866842888,0.09970149253731343,30.0,0.005523681640625
83,0.8593573186849498,0.09970149253731343,30.0,0.005359649658203125
84,0.8685127705270116,0.09970149253731343,30.0,0.0051727294921875
85,0.8776682223690734,0.09970149253731343,30.0,0.004962921142578125
86,0.8868236742111352,0.09970149253731343,30.0,0.004734039306640625
87,0.895979126053197,0.09970149253731343,30.0,0.00449371337890625
88,0.9051345778952588,0.09970149253731343,30.0,0.004245758056640625
89,0.9142900297373205,0.09970149253731343,30.0,0.003997802734375
90,0.9234454815793823,0.09970149253731343,30.0,0.003757476806640625
91,0.9326009334214441,0.09970149253731343,30.0,0.003536224365234375
92,0.9417563852635059,0.09970149253731343,30.0,0.003337860107421875
93,0.9509118371055677,0.09970149253731343,30.0,0.003185272216796875
94,0.9600672889476295,0.09970149253731343,30.0,0.00308990478515625
95,0.9692227407896913,0.09970149253731343,30.0,0.003063201904296875
96,0.9783781926317531,0.09970149253731343,30.0,0.0031280517578125
97,0.9875336444738149,0.09970149253731343,30.0,0.003299713134765625
98,0.9966890963158767,0.09970149253731343,30.0,0.003604888916015625
99,1.0058445481579386,0.09970149253731343,30.0,0.004070281982421875
100,0.09945481579382123,0.1097936433901919,30.0,0.0040435791015625
101,0.10861026763588302,0.1097936433901919,30.0,0.003826141357421875
102,0.11776571947794481,0.1097936433901919,30.0,0.003749847412109375
103,0.1269211713200066,0.1097936433901919,30.0,0.0037841796875
104,0.1360766231620684,0.1097936433901919,30.0,0.00391387939453125
105,0.14523207500413018,0.1097936433901919,30.0,0.004119873046875
106,0.15438752684619197,0.1097936433901919,30.0,0.0043792724609375
107,0.16354297868825377,0.1097936433901919,30.0,0.004680633544921875
108,0.17269843053031556,0.1097936433901919,30.0,0.00501251220703125
109,0.18185388237237735,0.1097936433901919,30.0,0.005359649658203125
110,0.19100933421443914,0.1097936433901919,30.0,0.00571441650390625
111,0.20016478605650093,0.1097936433901919,30.0,0.006061553955078125
112,0.20932023789856272,0.1097936433901919,30.0,0.00640106201171875
113,0.2184756897406245,0.1097936433901919,30.0,0.00672149658203125
114,0.2276311415826863,0.1097936433901919,30.0,0.007022857666015625
115,0.2367865934247481,0.1097936433901919,30.0,0.007297515869140625
116,0.24594204526680988,0.1097936433901919,30.0,0.007537841796875
117,0.25509749710887164,0.1097936433901919,30.0,0.00775146484375
118,0.26425294895093343,0.1097936433901919,30.0,0.007930755615234375
119,0.2734084007929952,0.1097936433901919,30.0,0.008068084716796875
120,0.282563852635057,0.1097936433901919,30.0,0.008174896240234375
121,0.2917193044771188,0.1097936433901919,30.0,0.00823974609375
122,0.3008747563191806,0.1097936433901919,30.0,0.008274078369140625
123,0.3100302081612424,0.1097936433901919,30.0,0.00827789306640625
124,0.3191856600033042,0.1097936433901919,30.0,0.008243560791015625
125,0.32834111184536596,0.1097936433901919,30.0,0.0081787109375
126,0.33749656368742775,0.1097936433901919,30.0,0.008083343505859375
127,0.34665201552948954,0.1097936433901919,30.0,0.007965087890625
128,0.35580746737155133,0.1097936433901919,30.0,0.00782012939453125
129,0.3649629192136131,0.1097936433901919,30.0,0.00765228271484375
130,0.3741183710556749,0.1097936433901919,30.0,0.007465362548828125
131,0.3832738228977367,0.1097936433901919,30.0,0.00726318359375
132,0.3924292747397985,0.1097936433901919,30.0,0.007049560546875
133,0.4015847265818603,0.1097936433901919,30.0,0.0068206787109375
134,0.4107401784239221,0.1097936433901919,30.0,0.006587982177734375
135,0.41989563026598387,0.1097936433901919,30.0,0.00634765625
136,0.42905108210804566,0.1097936433901919,30.0,0.006107330322265625
137,0.43820653395010745,0.1097936433901919,30.0,0.00586700439453125
138,0.44736198579216924,0.1097936433901919,30.0,0.0056304931640625
139,0.456517437634231,0.1097936433901919,30.0,0.005397796630859375
140,0.4656728894762928,0.1097936433901919,30.0,0.0051727294921875
141,0.4748283413183546,0.1097936433901919,30.0,0.004955291748046875
142,0.4839837931604164,0.1097936433901919,30.0,0.00475311279296875
143,0.4931392450024782,0.1097936433901919,30.0,0.004566192626953125
144,0.50229469684454,0.1097936433901919,30.0,0.004390716552734375
145,0.5114501486866018,0.1097936433901919,30.0,0.004238128662109375
146,0.5206056005286636,0.1097936433901919,30.0,0.00409698486328125
147,0.5297610523707253,0.1097936433901919,30.0,0.003978729248046875
148,0.5389165042127871,0.1097936433901919,30.0,0.003879547119140625
149,0.5480719560548489,0.1097936433901919,30.0,0.00380706787109375
150,0.5572274078969107,0.1097936433901919,30.0,0.003749847412109375
151,0.5663828597389725,0.1097936433901919,30.0,0.003711700439453125
152,0.5755383115810343,0.1097936433901919,30.0,0.003696441650390625
153,0.5846937634230961,0.1097936433901919,30.0,0.003711700439453125
154,0.5938492152651579,0.1097936433901919,30.0,0.003734588623046875
155,0.6030046671072197,0.1097936433901919,30.0,0.00377655029296875
156,0.6121601189492815,0.1097936433901919,30.0,0.00384521484375
157,0.6213155707913433,0.1097936433901919,30.0,0.003932952880859375
158,0.630471022633405,0.1097936433901919,30.0,0.0040283203125
159,0.6396264744754668,0.1097936433901919,30.0,0.004146575927734375
160,0.6487819263175286,0.1097936433901919,30.0,0.004276275634765625
161,0.6579373781595904,0.1097936433901919,30.0,0.004413604736328125
162,0.6670928300016522,0.1097936433901919,30.0,0.004566192626953125
163,0.676248281843714,0.1097936433901919,30.0,0.004718780517578125
164,0.6854037336857758,0.1097936433901919,30.0,0.004878997802734375
165,0.6945591855278376,0.1097936433901919,30.0,0.005039215087890625
166,0.7037146373698994,0.1097936433901919,30.0,0.005199432373046875
167,0.7128700892119612,0.1097936433901919,30.0,0.005359649658203125
168,0.722025541054023,0.1097936433901919,30.0,0.00551605224609375
169,0.7311809928960847,0.1097936433901919,30.0,0.0056610107421875
170,0.7403364447381465,0.1097936433901919,30.0,0.00579833984375
171,0.7494918965802083,0.1097936433901919,30.0,0.005916595458984375
172,0.7586473484222701,0.1097936433901919,30.0,0.0060272216796875
173,0.7678028002643319,0.1097936433901919,30.0,0.0061187744140625
174,0.7769582521063937,0.1097936433901919,30.0,0.00618743896484375
175,0.7861137039484555,0.1097936433901919,30.0,0.00623321533203125
176,0.7952691557905173,0.1097936433901919,30.0,0.006259918212890625
177,0.8044246076325791,0.1097936433901919,30.0,0.006256103515625
178,0.8135800594746408,0.1097936433901919,30.0,0.00623321533203125
179,0.8227355113167026,0.1097936433901919,30.0,0.006175994873046875
180,0.8318909631587644,0.1097936433901919,30.0,0.006099700927734375
181,0.8410464150008262,0.1097936433901919,30.0,0.00598907470703125
182,0.850201866842888,0.1097936433901919,30.0,0.005855560302734375
183,0.8593573186849498,0.1097936433901919,30.0,0.0056915283203125
184,0.8685127705270116,0.1097936433901919,30.0,0.005512237548828125
185,0.8776682223690734,0.1097936433901919,30.0,0.005313873291015625
186,0.8868236742111352,0.1097936433901919,30.0,0.005092620849609375
187,0.895979126053197,0.1097936433901919,30.0,0.004863739013671875
188,0.9051345778952588,0.1097936433901919,30.0,0.00463104248046875
189,0.9142900297373205,0.1097936433901919,30.0,0.00439453125
190,0.9234454815793823,0.1097936433901919,30.0,0.004169464111328125
191,0.9326009334214441,0.1097936433901919,30.0,0.00396728515625
192,0.9417563852635059,0.1097936433901919,30.0,0.003787994384765625
193,0.9509118371055677,0.1097936433901919,30.0,0.003658294677734375
194,0.9600672889476295,0.1097936433901919,30.0,0.003582000732421875
195,0.9692227407896913,0.1097936433901919,30.0,0.003570556640625
196,0.9783781926317531,0.1097936433901919,30.0,0.003658294677734375
197,0.9875336444738149,0.1097936433901919,30.0,0.00385284423828125
198,0.9966890963158767,0.1097936433901919,30.0,0.004180908203125
199,1.0058445481579386,0.1097936433901919,30.0,0.004665374755859375
200,0.09945481579382123,0.11988579424307037,30.0,0.00437164306640625
201,0.10861026763588302,0.11988579424307037,30.0,0.004154205322265625
202,0.11776571947794481,0.11988579424307037,30.0,0.004077911376953125
203,0.1269211713200066,0.11988579424307037,30.0,0.004116058349609375
204,0.1360766231620684,0.11988579424307037,30.0,0.004241943359375
205,0.14523207500413018,0.11988579424307037,30.0,0.004444122314453125
206,0.15438752684619197,0.11988579424307037,30.0,0.004695892333984375
207,0.16354297868825377,0.11988579424307037,30.0,0.004993438720703125
208,0.17269843053031556,0.11988579424307037,30.0,0.005321502685546875
209,0.18185388237237735,0.11988579424307037,30.0,0.005664825439453125
210,0.19100933421443914,0.11988579424307037,30.0,0.006011962890625
211,0.20016478605650093,0.11988579424307037,30.0,0.00635528564453125
212,0.20932023789856272,0.11988579424307037,30.0,0.00669097900390625
213,0.2184756897406245,0.11988579424307037,30.0,0.007007598876953125
214,0.2276311415826863,0.11988579424307037,30.0,0.0073089599609375
215,0.2367865934247481,0.11988579424307037,30.0,0.00757598876953125
216,0.24594204526680988,0.11988579424307037,30.0,0.00782012939453125
217,0.25509749710887164,0.11988579424307037,30.0,0.008029937744140625
218,0.26425294895093343,0.11988579424307037,30.0,0.008209228515625
219,0.2734084007929952,0.11988579424307037,30.0,0.008350372314453125
220,0.282563852635057,0.11988579424307037,30.0,0.008457183837890625
221,0.2917193044771188,0.11988579424307037,30.0,0.0085296630859375
