,PcEcPc,liEcPc,temperature,conductivity
0,0.09945481579382123,0.09970149253731343,-30.0,0.001192949594068117
1,0.10861026763588302,0.09970149253731343,-30.0,0.001193651203515812
2,0.11776571947794481,0.09970149253731343,-30.0,0.0011946243553355182
3,0.1269211713200066,0.09970149253731343,-30.0,0.0011958333801864588
4,0.1360766231620684,0.09970149253731343,-30.0,0.0011972446037709858
5,0.14523207500413018,0.09970149253731343,-30.0,0.0011988263001782835
6,0.15438752684619197,0.09970149253731343,-30.0,0.0012005486452280718
7,0.16354297868825377,0.09970149253731343,-30.0,0.0012023836698142993
8,0.17269843053031556,0.09970149253731343,-30.0,0.0012043052132488547
9,0.18185388237237735,0.09970149253731343,-30.0,0.0012062888766052593
10,0.19100933421443914,0.09970149253731343,-30.0,0.001208311976062374
11,0.20016478605650093,0.09970149253731343,-30.0,0.001210353496248098
12,0.20932023789856272,0.09970149253731343,-30.0,0.0012123940435830674
13,0.2184756897406245,0.09970149253731343,-30.0,0.001214415799624362
14,0.2276311415826863,0.09970149253731343,-30.0,0.0012164024744092024
15,0.2367865934247481,0.09970149253731343,-30.0,0.0012183392597986526
16,0.24594204526680988,0.09970149253731343,-30.0,0.0012202127828213206
17,0.25509749710887164,0.09970149253731343,-30.0,0.0012220110590170552
18,0.26425294895093343,0.09970149253731343,-30.0,0.0012237234457806608
19,0.2734084007929952,0.09970149253731343,-30.0,0.001225340595705582
20,0.282563852635057,0.09970149253731343,-30.0,0.001226854409927612
21,0.2917193044771188,0.09970149253731343,-30.0,0.0012282579914685984
22,0.3008747563191806,0.09970149253731343,-30.0,0.0012295455985801352
23,0.3100302081612424,0.09970149253731343,-30.0,0.001230712598087271
24,0.3191856600033042,0.09970149253731343,-30.0,0.001231755418732206
25,0.32834111184536596,0.09970149253731343,-30.0,0.0012326715045179958
26,0.33749656368742775,0.09970149253731343,-30.0,0.0012334592680522509
27,0.34665201552948954,0.09970149253731343,-30.0,0.0012341180438908367
28,0.35580746737155133,0.09970149253731343,-30.0,0.001234648041881577
29,0.3649629192136131,0.09970149253731343,-30.0,0.0012350503005079596
30,0.3741183710556749,0.09970149253731343,-30.0,0.001235326640232823
31,0.3832738228977367,0.09970149253731343,-30.0,0.001235479616842074
32,0.3924292747397985,0.09970149253731343,-30.0,0.0012355124747883762
33,0.4015847265818603,0.09970149253731343,-30.0,0.0012354291005348605
34,0.4107401784239221,0.09970149253731343,-30.0,0.001235233975898819
35,0.41989563026598387,0.09970149253731343,-30.0,0.0012349321313954147
36,0.42905108210804566,0.09970149253731343,-30.0,0.0012345290995813712
37,0.43820653395010745,0.09970149253731343,-30.0,0.0012340308683986808
38,0.44736198579216924,0.09970149253731343,-30.0,0.001233443834518308
39,0.456517437634231,0.09970149253731343,-30.0,0.0012327747566838836
40,0.4656728894762928,0.09970149253731343,-30.0,0.0012320307090554143
41,0.4748283413183546,0.09970149253731343,-30.0,0.0012312190345529727
42,0.4839837931604164,0.09970149253731343,-30.0,0.0012303472982004105
43,0.4931392450024782,0.09970149253731343,-30.0,0.0012294232404690506
44,0.50229469684454,0.09970149253731343,-30.0,0.0012284547306213925
45,0.5114501486866018,0.09970149253731343,-30.0,0.0012274497200548125
46,0.5206056005286636,0.09970149253731343,-30.0,0.0012264161956452634
47,0.5297610523707253,0.09970149253731343,-30.0,0.0012253621330909818
